marketid,caffeine_score,product_id,firm
1,0.04851920351999028,1,1
1,0.04851920351999028,2,1
1,0.7324954106160811,3,2
2,0.00554706064638554,4,1
2,0.00554706064638554,5,1
2,0.01542373912310102,6,2
3,0.491374413958927,7,1
3,0.491374413958927,8,1
3,0.175673706049584,9,2
4,0.6831347034939569,10,1
4,0.6831347034939569,11,1
4,0.071787874990346,12,2
5,0.4886315645608046,13,1
5,0.4886315645608046,14,1
5,0.1377436711176937,15,2
6,0.5304252833571735,16,1
6,0.5304252833571735,17,1
6,0.2908725034100823,18,2
7,0.6062625672297771,19,1
7,0.6062625672297771,20,1
7,0.31543071605415607,21,2
8,0.42553457727099664,22,1
8,0.42553457727099664,23,1
8,0.5302462602579886,24,2
9,0.3743951476920926,25,1
9,0.3743951476920926,26,1
9,0.5472276623693211,27,2
10,0.3285781391445739,28,1
10,0.3285781391445739,29,1
10,0.4716759163405261,30,2
11,0.8469105467642453,31,1
11,0.8469105467642453,32,1
11,0.8040915881157138,33,2
12,0.695863304821518,34,1
12,0.695863304821518,35,1
12,0.6026430381772396,36,2
13,0.05416141567910393,37,1
13,0.05416141567910393,38,1
13,0.3705792265178696,39,2
14,0.2713883673935962,40,1
14,0.2713883673935962,41,1
14,0.910560243760504,42,2
15,0.5547885218634465,43,1
15,0.5547885218634465,44,1
15,0.34950440713930353,45,2
16,0.7097048956143794,46,1
16,0.7097048956143794,47,1
16,0.6037712588558662,48,2
17,0.45976924887265536,49,1
17,0.45976924887265536,50,1
17,0.7704075520567281,51,2
18,0.35018605674051406,52,1
18,0.35018605674051406,53,1
18,0.8347639944444493,54,2
19,0.06829392826050973,55,1
19,0.06829392826050973,56,1
19,0.01390524178040675,57,2
20,0.06332647931173341,58,1
20,0.06332647931173341,59,1
20,0.15226364135481896,60,2
21,0.3888305527290761,61,1
21,0.3888305527290761,62,1
21,0.6686382090493509,63,2
22,0.00455966861675816,64,1
22,0.00455966861675816,65,1
22,0.39383575102392687,66,2
23,0.4050122139848103,67,1
23,0.4050122139848103,68,1
23,0.08676827671577614,69,2
24,0.01649863544712493,70,1
24,0.01649863544712493,71,1
24,0.9115689564798828,72,2
25,0.3077215887224193,73,1
25,0.3077215887224193,74,1
25,0.6552128713395353,75,2
26,0.49854619429559965,76,1
26,0.49854619429559965,77,1
26,0.7112989517928135,78,2
27,0.23845646463006953,79,1
27,0.23845646463006953,80,1
27,0.8301610126989645,81,2
28,0.5737921587665228,82,1
28,0.5737921587665228,83,1
28,0.7754502827063473,84,2
29,0.44227911426213296,85,1
29,0.44227911426213296,86,1
29,0.15157557712916403,87,2
30,0.03630405710900608,88,1
30,0.03630405710900608,89,1
30,0.5235641742088162,90,2
31,0.19838430920851724,91,1
31,0.19838430920851724,92,1
31,0.8574246759739464,93,2
32,0.2028229951275361,94,1
32,0.2028229951275361,95,1
32,0.01305988958837334,96,2
33,0.10911554163055126,97,1
33,0.10911554163055126,98,1
33,0.15800700599541528,99,2
34,0.1449734139532064,100,1
34,0.1449734139532064,101,1
34,0.9252253192770024,102,2
35,0.16970728693978998,103,1
35,0.16970728693978998,104,1
35,0.472596768357628,105,2
36,0.3638529716615459,106,1
36,0.3638529716615459,107,1
36,0.9510060644303804,108,2
37,0.5286878626762889,109,1
37,0.5286878626762889,110,1
37,0.25635423798402057,111,2
38,0.4659919791832118,112,1
38,0.4659919791832118,113,1
38,0.08754987713219153,114,2
39,0.5317163625084135,115,1
39,0.5317163625084135,116,1
39,0.9669067080437764,117,2
40,0.615556754563964,118,1
40,0.615556754563964,119,1
40,0.3155958709946105,120,2
41,0.4072795287447457,121,1
41,0.4072795287447457,122,1
41,0.8313343026219909,123,2
42,0.7877057316414108,124,1
42,0.7877057316414108,125,1
42,0.6942493945135119,126,2
43,0.5890860894362054,127,1
43,0.5890860894362054,128,1
43,0.733990253396165,129,2
44,0.3852389644648181,130,1
44,0.3852389644648181,131,1
44,0.9361991023724244,132,2
45,0.5426983748280636,133,1
45,0.5426983748280636,134,1
45,0.6125295820541508,135,2
46,0.4855682383942268,136,1
46,0.4855682383942268,137,1
46,0.46995432605480336,138,2
47,0.3577687943093414,139,1
47,0.3577687943093414,140,1
47,0.4252200273245227,141,2
48,0.23866563548093211,142,1
48,0.23866563548093211,143,1
48,0.6034402883049284,144,2
49,0.07043786012297248,145,1
49,0.07043786012297248,146,1
49,0.5022690941953672,147,2
50,0.7534882489377409,148,1
50,0.7534882489377409,149,1
50,0.21610093036607203,150,2
51,0.47657037891674225,151,1
51,0.47657037891674225,152,1
51,0.6459618820287839,153,2
52,0.29587885341106224,154,1
52,0.29587885341106224,155,1
52,0.9788906824516808,156,2
53,0.00592613863531898,157,1
53,0.00592613863531898,158,1
53,0.3800003224743682,159,2
54,0.1833362619648783,160,1
54,0.1833362619648783,161,1
54,0.9509878609157656,162,2
55,0.31531496089793043,163,1
55,0.31531496089793043,164,1
55,0.3599732149666399,165,2
56,0.910225927434583,166,1
56,0.910225927434583,167,1
56,0.8572137250646399,168,2
57,0.2323425005766353,169,1
57,0.2323425005766353,170,1
57,0.642195391543857,171,2
58,0.4377779731418482,172,1
58,0.4377779731418482,173,1
58,0.7739590033719297,174,2
59,0.04961970180067721,175,1
59,0.04961970180067721,176,1
59,0.31449280947765945,177,2
60,0.40164940405166794,178,1
60,0.40164940405166794,179,1
60,0.7293001991023583,180,2
61,0.16223647682078302,181,1
61,0.16223647682078302,182,1
61,0.5681166569575028,183,2
62,0.6629500174950856,184,1
62,0.6629500174950856,185,1
62,0.9425158870117408,186,2
63,0.31262751632920605,187,1
63,0.31262751632920605,188,1
63,0.4133914403389789,189,2
64,0.34296161801082947,190,1
64,0.34296161801082947,191,1
64,0.6863565303129953,192,2
65,0.6081628075554726,193,1
65,0.6081628075554726,194,1
65,0.7828767902120821,195,2
66,0.09342354678926944,196,1
66,0.09342354678926944,197,1
66,0.16249477527797374,198,2
67,0.24423995868518855,199,1
67,0.24423995868518855,200,1
67,0.6596399980663831,201,2
68,0.7929682268803099,202,1
68,0.7929682268803099,203,1
68,0.5042794482064437,204,2
69,0.06741056773080789,205,1
69,0.06741056773080789,206,1
69,0.4865015689623702,207,2
70,0.49190095440861137,208,1
70,0.49190095440861137,209,1
70,0.903809969650196,210,2
71,0.06455265562955748,211,1
71,0.06455265562955748,212,1
71,0.22429602890860337,213,2
72,0.1625848406206084,214,1
72,0.1625848406206084,215,1
72,0.9476039807709192,216,2
73,0.3441318207858557,217,1
73,0.3441318207858557,218,1
73,0.7426711002945282,219,2
74,0.1815557788234667,220,1
74,0.1815557788234667,221,1
74,0.7337382278565465,222,2
75,0.5396756040122145,223,1
75,0.5396756040122145,224,1
75,0.8354565097116126,225,2
76,0.00819174961914714,226,1
76,0.00819174961914714,227,1
76,0.6854567271392425,228,2
77,0.09767533635744764,229,1
77,0.09767533635744764,230,1
77,0.2529670302167947,231,2
78,0.19789836613837952,232,1
78,0.19789836613837952,233,1
78,0.891566003516999,234,2
79,0.5641165377347805,235,1
79,0.5641165377347805,236,1
79,0.8329346718211663,237,2
80,0.8081070647790591,238,1
80,0.8081070647790591,239,1
80,0.3632765840955423,240,2
81,0.08243559017062019,241,1
81,0.08243559017062019,242,1
81,0.1397578680303111,243,2
82,0.5909684596322436,244,1
82,0.5909684596322436,245,1
82,0.03317576097780439,246,2
83,0.6975460850606573,247,1
83,0.6975460850606573,248,1
83,0.3525829726037525,249,2
84,0.5683924208390377,250,1
84,0.5683924208390377,251,1
84,0.8880468046038178,252,2
85,0.11456210607424631,253,1
85,0.11456210607424631,254,1
85,0.470298312359549,255,2
86,0.32934492890592104,256,1
86,0.32934492890592104,257,1
86,0.32429534595168796,258,2
87,0.3222213135481101,259,1
87,0.3222213135481101,260,1
87,0.30959133682435613,261,2
88,0.6429766862160108,262,1
88,0.6429766862160108,263,1
88,0.41446485143447254,264,2
89,0.8131839504088121,265,1
89,0.8131839504088121,266,1
89,0.3906764365558242,267,2
90,0.20453223738801177,268,1
90,0.20453223738801177,269,1
90,0.7455842985909131,270,2
91,0.43958377417458705,271,1
91,0.43958377417458705,272,1
91,0.18990885798975057,273,2
92,0.46523338964531646,274,1
92,0.46523338964531646,275,1
92,0.9935261614915024,276,2
93,0.21015810313220817,277,1
93,0.21015810313220817,278,1
93,0.4659427520982876,279,2
94,0.09403418393270802,280,1
94,0.09403418393270802,281,1
94,0.11633394641846728,282,2
95,0.02853477459529607,283,1
95,0.02853477459529607,284,1
95,0.8059811885726633,285,2
96,0.35006471550164964,286,1
96,0.35006471550164964,287,1
96,0.46051254290938715,288,2
97,0.4647960445408974,289,1
97,0.4647960445408974,290,1
97,0.9959307202496726,291,2
98,0.04829152805509007,292,1
98,0.04829152805509007,293,1
98,0.264028740779767,294,2
99,0.386397093954122,295,1
99,0.386397093954122,296,1
99,0.7841681570068421,297,2
100,0.3614794634834973,298,1
100,0.3614794634834973,299,1
100,0.11155816269576824,300,2
101,0.3940493419031075,301,1
101,0.3940493419031075,302,1
101,0.6321597428342501,303,2
102,0.02781424400540322,304,1
102,0.02781424400540322,305,1
102,0.12953174650487365,306,2
103,0.373878771380744,307,1
103,0.373878771380744,308,1
103,0.250323923133733,309,2
104,0.7575434517669267,310,1
104,0.7575434517669267,311,1
104,0.9548859414845012,312,2
105,0.7543673972857398,313,1
105,0.7543673972857398,314,1
105,0.6433002138642203,315,2
106,0.5485656456998768,316,1
106,0.5485656456998768,317,1
106,0.938341907115823,318,2
107,0.5596658747780114,319,1
107,0.5596658747780114,320,1
107,0.5482958549182837,321,2
108,0.41132124929655456,322,1
108,0.41132124929655456,323,1
108,0.3629560320566299,324,2
109,0.2707732971436525,325,1
109,0.2707732971436525,326,1
109,0.3741175972301074,327,2
110,0.28211528925496454,328,1
110,0.28211528925496454,329,1
110,0.5108237161590505,330,2
111,0.6683372128809294,331,1
111,0.6683372128809294,332,1
111,0.9804134994203948,333,2
112,0.07858116123792447,334,1
112,0.07858116123792447,335,1
112,0.7385047833437837,336,2
113,0.04497030505081967,337,1
113,0.04497030505081967,338,1
113,0.6374305410734733,339,2
114,0.20631038577671224,340,1
114,0.20631038577671224,341,1
114,0.6410447343604139,342,2
115,0.4606065699162915,343,1
115,0.4606065699162915,344,1
115,0.19412816604791985,345,2
116,0.25501994750769197,346,1
116,0.25501994750769197,347,1
116,0.4057918113869592,348,2
117,0.8085078344337776,349,1
117,0.8085078344337776,350,1
117,0.8717448845951231,351,2
118,0.5181776817784165,352,1
118,0.5181776817784165,353,1
118,0.14761220990368729,354,2
119,0.7197254805849082,355,1
119,0.7197254805849082,356,1
119,0.6529679445664455,357,2
120,0.5898671729054512,358,1
120,0.5898671729054512,359,1
120,0.9429575251830066,360,2
121,0.31817790364587095,361,1
121,0.31817790364587095,362,1
121,0.33969157692462093,363,2
122,0.2192317699258639,364,1
122,0.2192317699258639,365,1
122,0.02670306372445763,366,2
123,7.4841487976229e-4,367,1
123,7.4841487976229e-4,368,1
123,0.24829260740232703,369,2
124,0.2638735033436662,370,1
124,0.2638735033436662,371,1
124,0.27442161968166767,372,2
125,0.24387165631682065,373,1
125,0.24387165631682065,374,1
125,0.3709865155883192,375,2
126,0.5084503933200598,376,1
126,0.5084503933200598,377,1
126,0.8455296416128666,378,2
127,0.5785286456241734,379,1
127,0.5785286456241734,380,1
127,0.5602466452925553,381,2
128,0.18896832044601097,382,1
128,0.18896832044601097,383,1
128,0.7950053425125393,384,2
129,0.2890889479595421,385,1
129,0.2890889479595421,386,1
129,0.6501794854741995,387,2
130,0.01787131194627889,388,1
130,0.01787131194627889,389,1
130,0.53875881153841,390,2
131,0.18971027473799884,391,1
131,0.18971027473799884,392,1
131,0.5571602927835891,393,2
132,0.35868313092611326,394,1
132,0.35868313092611326,395,1
132,0.9827023845341224,396,2
133,0.4238808115271794,397,1
133,0.4238808115271794,398,1
133,0.06067663538370982,399,2
134,0.6014525968121737,400,1
134,0.6014525968121737,401,1
134,0.25244993441766306,402,2
135,0.5295411836603674,403,1
135,0.5295411836603674,404,1
135,0.4417585518279671,405,2
136,0.33348052177214194,406,1
136,0.33348052177214194,407,1
136,0.612942571011543,408,2
137,0.2801192448241704,409,1
137,0.2801192448241704,410,1
137,0.901459990116985,411,2
138,0.11243498845429067,412,1
138,0.11243498845429067,413,1
138,0.702689934478969,414,2
139,0.0031624715810562,415,1
139,0.0031624715810562,416,1
139,0.4915948311738088,417,2
140,0.28133550022624443,418,1
140,0.28133550022624443,419,1
140,0.5485350885935679,420,2
141,0.2158426995911834,421,1
141,0.2158426995911834,422,1
141,0.7454695825428549,423,2
142,0.5416450903421155,424,1
142,0.5416450903421155,425,1
142,0.7364438130925769,426,2
143,0.12935718537642735,427,1
143,0.12935718537642735,428,1
143,0.9802558383788564,429,2
144,0.7798893135296276,430,1
144,0.7798893135296276,431,1
144,0.35578688219122756,432,2
145,0.13617644280272512,433,1
145,0.13617644280272512,434,1
145,0.8327600198760589,435,2
146,0.384872390907837,436,1
146,0.384872390907837,437,1
146,0.3665132538025538,438,2
147,0.00930396923748155,439,1
147,0.00930396923748155,440,1
147,0.6798415383389994,441,2
148,0.24248700774724577,442,1
148,0.24248700774724577,443,1
148,0.02860681979285473,444,2
149,0.2766177530951064,445,1
149,0.2766177530951064,446,1
149,0.3918666937868028,447,2
150,0.7989675202882371,448,1
150,0.7989675202882371,449,1
150,0.28468611140645306,450,2
151,0.05324604580773662,451,1
151,0.05324604580773662,452,1
151,0.2265440268432121,453,2
152,0.6634292082636879,454,1
152,0.6634292082636879,455,1
152,0.4069649499361302,456,2
153,0.23573971810946048,457,1
153,0.23573971810946048,458,1
153,0.7253189141160645,459,2
154,0.5314189934406031,460,1
154,0.5314189934406031,461,1
154,0.4220377938043305,462,2
155,0.3104706451102981,463,1
155,0.3104706451102981,464,1
155,0.4718766386488643,465,2
156,0.26963969005123567,466,1
156,0.26963969005123567,467,1
156,0.5078890694685485,468,2
157,0.15054111959479055,469,1
157,0.15054111959479055,470,1
157,0.0478650537153239,471,2
158,0.8980252550732286,472,1
158,0.8980252550732286,473,1
158,0.619779664373011,474,2
159,0.0685475525388759,475,1
159,0.0685475525388759,476,1
159,0.7111419442760436,477,2
160,0.3012707967710355,478,1
160,0.3012707967710355,479,1
160,0.5489888861364274,480,2
161,0.41885258397715386,481,1
161,0.41885258397715386,482,1
161,0.3888930442801546,483,2
162,0.6665738557596665,484,1
162,0.6665738557596665,485,1
162,1.9278653464183e-4,486,2
163,0.3290969691464538,487,1
163,0.3290969691464538,488,1
163,0.9598024167699384,489,2
164,0.21154697201744843,490,1
164,0.21154697201744843,491,1
164,0.8945572985465616,492,2
165,0.469497755974851,493,1
165,0.469497755974851,494,1
165,0.6258029912684777,495,2
166,0.4905569122083267,496,1
166,0.4905569122083267,497,1
166,0.608740885977297,498,2
167,0.00519760681974501,499,1
167,0.00519760681974501,500,1
167,0.5539495124037094,501,2
168,0.25575422654354374,502,1
168,0.25575422654354374,503,1
168,0.27976867289706353,504,2
169,0.18144566161101883,505,1
169,0.18144566161101883,506,1
169,0.3986380945379058,507,2
170,0.7747135697659837,508,1
170,0.7747135697659837,509,1
170,0.3971733876924419,510,2
171,0.4166197162659552,511,1
171,0.4166197162659552,512,1
171,0.6404463391084895,513,2
172,0.14050571288670877,514,1
172,0.14050571288670877,515,1
172,0.03639584938041906,516,2
173,0.0065676781178624,517,1
173,0.0065676781178624,518,1
173,0.8913847081314538,519,2
174,0.2879596268391633,520,1
174,0.2879596268391633,521,1
174,0.6866385296629107,522,2
175,0.8256660327035044,523,1
175,0.8256660327035044,524,1
175,0.03161033427470072,525,2
176,0.6188160455646494,526,1
176,0.6188160455646494,527,1
176,0.16542893249035784,528,2
177,0.11745747852590238,529,1
177,0.11745747852590238,530,1
177,0.9656319516429896,531,2
178,0.6892445923722407,532,1
178,0.6892445923722407,533,1
178,0.07802089810509871,534,2
179,0.14815191339916767,535,1
179,0.14815191339916767,536,1
179,0.08886911812316356,537,2
180,0.3625980534553501,538,1
180,0.3625980534553501,539,1
180,0.4454017292520098,540,2
181,0.8078992895529217,541,1
181,0.8078992895529217,542,1
181,0.9755098553534162,543,2
182,0.6337734145049679,544,1
182,0.6337734145049679,545,1
182,0.6600761490147825,546,2
183,0.5277473284118156,547,1
183,0.5277473284118156,548,1
183,0.9302082254331538,549,2
184,0.09262002326717587,550,1
184,0.09262002326717587,551,1
184,0.9975914613228656,552,2
185,0.07824151950707159,553,1
185,0.07824151950707159,554,1
185,0.5906912758396349,555,2
186,0.1532667088430275,556,1
186,0.1532667088430275,557,1
186,0.3846139548860622,558,2
187,0.15918005687890857,559,1
187,0.15918005687890857,560,1
187,0.7497162854505177,561,2
188,0.5246467057669207,562,1
188,0.5246467057669207,563,1
188,0.7963380879567538,564,2
189,0.14108925629766988,565,1
189,0.14108925629766988,566,1
189,0.7707399684060627,567,2
190,0.6881123451859373,568,1
190,0.6881123451859373,569,1
190,0.7986900840960298,570,2
191,0.04103887071943801,571,1
191,0.04103887071943801,572,1
191,0.2871342650252581,573,2
192,0.21635615442252765,574,1
192,0.21635615442252765,575,1
192,0.3950206496744807,576,2
193,0.59993023603882345,577,1
193,0.59993023603882345,578,1
193,0.6869301453661107,579,2
194,0.36185830383767725,580,1
194,0.36185830383767725,581,1
194,0.01368873862227348,582,2
195,0.11345779901572428,583,1
195,0.11345779901572428,584,1
195,0.5895534900939031,585,2
196,0.24883242848121456,586,1
196,0.24883242848121456,587,1
196,0.1846825622730649,588,2
197,0.1157258110065581,589,1
197,0.1157258110065581,590,1
197,0.11189968944263308,591,2
198,0.44948313834116926,592,1
198,0.44948313834116926,593,1
198,0.04796415016581912,594,2
199,0.8161704307576354,595,1
199,0.8161704307576354,596,1
199,0.06943923019747111,597,2
200,0.4369712573199891,598,1
200,0.4369712573199891,599,1
200,0.8143160132548888,600,2
